Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
15,Putter,Putter,04/12/2025 18:58:18,62.6,0.7,31.0,9730,305,9735,66.9,66.8,1.4,14.8,45.4,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
16,PW,Wedge,04/12/2025 18:59:20,82.8,3.7,25.6,8783,1580,8924,98.3,105.3,323.4,20.4,45.8,76.7,76.1,1.07,-5.2,1.3,6.6,1.4,42.7,8,-21,2024.2
17,Dr,Driver,04/12/2025 18:59:43,82.8,4.9,25.8,9411,1676,9559,99.5,105.9,17.6,21.4,46.8,78.3,78.3,1.06,-5.7,2.1,7.8,1.4,42.6,7,-20,1859.1
18,PW,Wedge,04/12/2025 19:03:58,85.0,4.7,24.6,9531,1956,9730,101.4,107.9,19.0,21.0,46.1,78.9,80.5,1.07,-6.0,1.8,7.8,1.3,41.8,-1,-21,1811.0
19,PW,Wedge,04/12/2025 19:04:18,82.8,3.3,25.7,9041,1561,9175,100.6,107.3,14.5,21.5,46.6,79.1,78.3,1.06,-6.2,0.8,6.3,1.8,41.7,12,-20,1757.0
20,PW,Wedge,04/12/2025 19:04:36,89.5,-0.1,25.5,8124,42,8124,111.5,119.0,0.0,24.7,47.8,77.1,78.3,1.16,-6.0,-0.2,-2.7,1.2,38.3,4,-15,2657.5
21,PW,Wedge,04/12/2025 19:04:57,94.0,1.9,16.2,6852,1036,6930,117.3,128.1,12.8,16.0,36.9,78.5,78.3,1.19,-6.8,2.1,2.6,1.4,38.3,7,-28,2163.2
22,PW,Wedge,04/12/2025 19:05:23,87.2,2.2,17.9,6687,1143,6784,107.5,118.0,12.9,15.1,36.7,78.6,78.3,1.11,-6.2,2.7,1.5,2.3,38.9,20,-25,2080.2
23,PW,Wedge,04/12/2025 19:05:45,87.2,4.1,29.2,8451,635,8475,107.7,115.1,12.5,28.0,51.1,78.7,78.3,1.12,-5.1,1.6,4.6,1.2,42.8,-2,-5,2006.2
24,PW,Wedge,04/12/2025 19:09:50,87.2,3.9,17.0,6417,2247,6799,105.2,116.6,23.4,13.8,34.8,79.6,78.3,1.1,-4.8,1.0,1.1,2.4,41.6,22,-20,2035.1
25,PW,Wedge,04/12/2025 19:10:07,89.5,0.8,26.5,7524,-65,7524,111.8,120.4,1.3,25.6,48.3,76.6,78.3,1.16,-6.0,-0.3,-3.5,1.0,37.3,-12,0,2815.9
26,PW,Wedge,04/12/2025 19:10:27,91.7,1.4,26.7,8296,246,8300,113.5,120.9,4.9,27.2,49.6,79.1,78.3,1.15,-6.5,0.9,1.3,1.5,38.9,6,-8,1845.8
27,PW,Wedge,04/12/2025 19:10:55,85.0,1.6,26.4,6584,-68,6584,105.4,114.5,2.8,22.4,46.1,76.5,76.1,1.1,-4.9,0.6,-4.6,1.6,42.3,-7,5,1743.7
28,PW,Wedge,04/12/2025 19:11:15,91.7,1.3,26.4,8321,246,8325,113.3,121.4,4.5,26.8,49.3,79.6,80.5,1.14,-5.5,1.6,1.0,1.2,39.3,3,-15,2059.7
29,9i,Iron,04/12/2025 19:11:57,98.4,3.5,23.6,7341,706,7375,126.6,135.4,14.9,27.6,48.1,79.5,80.5,1.23,-5.8,1.9,3.8,1.0,33.8,1,-15,2500.8
30,9i,Iron,04/12/2025 19:12:16,98.4,2.8,23.9,7069,283,7075,129.5,139.0,9.8,28.9,48.6,77.7,80.5,1.28,-5.1,0.1,0.1,-0.1,36.1,-12,-11,3088.6
31,9i,Iron,04/12/2025 19:12:39,100.7,0.3,23.8,6589,-276,6595,134.6,144.7,-2.4,30.3,48.8,79.1,78.3,1.29,-5.2,0.1,-2.5,0.0,32.0,-1,-9,2980.4
32,9i,Iron,04/12/2025 19:13:03,91.7,0.7,21.5,6922,764,6964,117.0,126.2,7.9,21.3,43.1,80.5,78.3,1.14,-5.9,1.6,2.1,1.7,33.1,17,-21,2225.3
33,9i,Iron,04/12/2025 19:13:22,100.7,0.5,24.0,6698,116,6699,131.3,141.5,2.4,29.4,48.6,79.9,78.3,1.25,-4.6,0.7,-0.8,0.9,31.8,7,-13,2579.2
34,8i,Iron,04/12/2025 19:13:58,105.1,-0.7,12.1,4884,392,4900,136.8,151.3,3.4,14.7,32.0,81.9,82.8,1.27,-4.5,1.4,-0.2,1.4,29.2,7,-30,2253.2
35,8i,Iron,04/12/2025 19:14:25,98.4,1.7,21.1,5402,292,5410,134.0,146.2,8.2,24.8,44.2,80.4,80.5,1.23,-4.3,0.3,-0.3,0.8,31.8,-7,-1,2509.8
36,8i,Iron,04/12/2025 19:14:44,102.9,-0.7,16.7,5509,-38,5509,139.0,151.0,-2.5,21.0,40.0,80.3,80.5,1.28,-3.9,1.9,-1.1,0.1,28.6,-1,-24,2026.2
37,8i,Iron,04/12/2025 19:15:04,109.6,0.8,19.6,5849,0,5849,150.1,162.3,2.4,29.0,45.9,82.7,82.8,1.32,-5.2,2.2,0.3,-0.5,28.0,5,-15,2126.8
38,7i,Iron,04/12/2025 19:16:14,105.1,-0.8,7.5,3662,527,3700,125.5,145.6,5.4,7.6,19.7,84.6,85.0,1.24,-4.1,2.6,0.6,1.2,25.3,15,-28,1855.8
39,7i,Iron,04/12/2025 19:17:08,109.6,0.1,17.2,5309,231,5314,151.7,164.2,3.9,25.1,42.7,83.7,85.0,1.3,-4.2,1.5,0.6,1.3,25.7,5,-19,1815.4
40,7i,Iron,04/12/2025 19:17:32,111.8,1.3,18.5,4794,-234,4800,160.0,173.8,0.2,28.7,44.7,83.7,82.8,1.34,-4.0,2.2,2.8,-0.5,25.2,12,-7,1671.2
41,7i,Iron,04/12/2025 19:18:11,105.1,-1.2,17.7,4662,-162,4665,148.4,161.6,-6.1,23.6,41.2,82.9,82.8,1.28,-4.0,-0.3,-2.3,0.9,25.9,-9,-1,2261.4
42,7i,Iron,04/12/2025 19:18:34,114.1,1.0,18.7,5364,56,5364,159.0,171.8,4.0,29.9,45.9,80.9,80.5,1.4,-4.2,-0.8,-4.5,0.4,26.3,-1,-11,3581.4
43,7i,Iron,04/12/2025 19:19:05,109.6,2.4,2.7,2916,1511,3284,84.4,114.9,17.7,1.6,5.8,83.0,82.8,1.32,-3.6,0.0,1.4,1.6,24.4,11,-30,3648.6
44,6i,Iron,04/12/2025 19:19:43,105.1,1.7,16.3,4619,225,4624,145.4,157.1,8.1,20.9,38.8,84.4,87.2,1.24,-4.4,0.9,2.4,-0.1,22.0,-26,-4,1838.5
45,6i,Iron,04/12/2025 19:20:02,118.6,0.9,15.6,4149,-43,4149,172.5,187.0,2.0,26.4,41.1,82.5,82.8,1.42,-4.5,2.1,2.2,-1.1,19.8,1,-8,1930.6
46,6i,Iron,04/12/2025 19:20:28,107.4,-0.7,5.8,3452,658,3514,121.3,143.7,7.5,5.7,15.7,83.0,82.8,1.3,-4.5,1.7,0.8,1.4,19.6,12,-25,2260.0
47,6i,Iron,04/12/2025 19:20:51,116.3,0.4,16.4,4071,-170,4075,169.4,184.4,-2.6,26.5,41.6,83.0,85.0,1.39,-4.4,1.2,1.1,0.0,20.2,-10,-7,1967.4
48,5i,Iron,04/12/2025 19:21:24,96.2,-2.3,10.1,998,-908,1349,89.7,122.0,-19.4,4.7,13.5,79.9,80.5,1.21,-1.9,2.0,-5.8,-0.1,19.4,-16,8,2083.6
49,5i,Iron,04/12/2025 19:21:43,118.6,-0.5,11.3,2826,-467,2864,174.7,195.5,-15.0,17.1,30.0,83.8,82.8,1.42,-4.7,1.5,-1.4,-0.3,14.6,0,1,2680.6
50,5i,Iron,04/12/2025 19:22:19,120.8,1.4,12.6,3498,-91,3499,179.9,197.0,2.6,21.8,35.9,85.5,87.2,1.41,-4.6,1.7,1.4,0.3,16.3,-11,-3,2280.7
51,5i,Iron,04/12/2025 19:22:49,120.8,0.9,11.3,3569,205,3575,175.6,193.0,8.1,19.2,33.6,86.5,87.2,1.39,-3.9,2.5,1.1,1.8,16.7,6,-14,2183.9
52,5i,Iron,04/12/2025 19:23:14,123.0,1.2,13.2,3273,-85,3274,186.8,204.3,2.0,23.6,36.9,85.9,85.0,1.43,-4.1,1.4,0.5,-0.2,17.6,2,-2,2329.3
53,4h,Hybrid,04/12/2025 19:25:37,127.5,-1.2,12.7,3399,375,3420,192.9,210.2,6.8,24.6,37.6,90.4,89.5,1.4,-4.0,-0.9,1.6,0.5,20.9,9,2,2263.7
54,4h,Hybrid,04/12/2025 19:26:20,109.6,5.1,20.5,4080,756,4149,157.6,172.2,30.6,29.2,44.6,89.3,87.2,1.23,-3.0,0.9,4.9,0.4,33.4,-5,9,1391.3
55,4h,Hybrid,04/12/2025 19:26:40,123.0,-5.7,6.5,4208,95,4209,168.3,186.3,-17.0,12.8,26.9,89.7,89.5,1.38,-2.8,-0.4,-2.3,1.3,16.7,13,-11,1970.6
56,4h,Hybrid,04/12/2025 19:26:58,125.3,-2.2,9.6,4307,150,4310,178.8,194.9,-4.2,19.2,34.4,89.9,89.5,1.39,-1.8,2.9,1.1,1.6,20.0,14,-10,2088.6
57,4h,Hybrid,04/12/2025 19:27:21,125.3,-0.5,11.6,2700,-226,2709,191.3,211.8,-9.7,19.8,31.6,87.6,87.2,1.43,-2.7,2.7,1.5,-0.6,19.9,8,2,1857.2
58,4h,Hybrid,04/12/2025 19:28:00,125.3,-0.8,12.4,3573,432,3599,188.7,206.2,9.4,23.7,37.3,90.1,89.5,1.4,-2.8,1.6,3.5,0.5,19.5,17,0,1803.6
59,4h,Hybrid,04/12/2025 19:28:24,132.0,0.2,12.1,2673,-252,2685,210.6,231.1,-9.4,24.1,34.9,90.8,91.7,1.46,-1.5,2.3,1.3,0.4,20.3,0,1,1985.2
60,4h,Hybrid,04/12/2025 19:28:46,118.6,-4.0,7.1,3859,202,3864,159.0,177.9,-8.6,11.6,24.9,88.7,87.2,1.34,-1.9,2.9,0.8,0.1,17.4,18,-11,2067.4
61,4h,Hybrid,04/12/2025 19:29:10,125.3,0.6,13.6,2767,-115,2769,194.7,214.3,-1.8,23.9,35.9,89.4,89.5,1.39,-2.5,2.5,2.3,1.1,24.4,8,3,1850.5
62,4h,Hybrid,04/12/2025 19:29:36,129.7,2.7,13.5,3064,26,3064,206.1,224.6,11.4,27.7,38.8,90.0,89.5,1.45,-1.0,3.5,4.3,1.3,23.1,5,0,1691.2
63,3w,FW,04/12/2025 19:40:42,132.0,-0.1,12.2,1752,-509,1824,212.4,238.7,-25.5,19.7,28.2,95.5,96.2,1.39,-1.0,1.7,0.9,-1.4,21.3,2,3,1968.8
64,3w,FW,04/12/2025 19:41:06,138.7,1.7,4.5,3382,-141,3385,195.0,216.3,2.3,12.0,23.6,96.1,96.2,1.44,-0.2,3.4,2.5,-0.1,20.3,-1,-17,1867.5
65,3w,FW,04/12/2025 19:41:40,138.7,-0.6,8.7,3222,287,3235,211.6,231.1,7.5,20.8,32.7,96.3,96.2,1.44,-1.1,2.3,2.4,-1.2,19.2,9,-8,2100.4
66,3w,FW,04/12/2025 19:42:05,138.7,-0.5,9.3,2246,-125,2249,220.9,244.9,-8.1,18.6,28.0,96.1,96.2,1.45,-1.5,1.3,1.0,-2.2,18.1,5,-1,2312.5
67,3w,FW,04/12/2025 19:42:32,138.7,-2.6,8.4,2822,113,2824,211.7,232.8,-6.5,18.7,29.9,97.8,96.2,1.41,-2.0,1.5,1.2,-1.4,17.9,16,-5,2490.7
68,3w,FW,04/12/2025 19:42:56,143.2,-1.5,8.7,1965,-895,2159,212.2,239.5,-45.1,15.1,23.7,98.0,98.4,1.46,0.2,3.5,-0.5,-1.2,16.7,7,-1,2279.6
69,3w,FW,04/12/2025 19:45:20,127.5,-2.1,12.1,1055,-1235,1624,163.5,197.4,-49.4,11.8,20.3,90.4,91.7,1.41,2.9,3.4,-9.4,-0.4,52.2,3,-13,705.1
70,3w,FW,04/12/2025 19:47:19,129.7,-8.2,0.7,1391,-1126,1790,26.7,157.1,-28.8,0.1,0.8,96.6,96.2,1.34,-0.5,3.0,0.6,-0.2,17.9,25,-13,1776.3
71,3w,FW,04/12/2025 19:47:40,132.0,-0.2,12.3,2674,-28,2674,212.2,232.5,1.8,24.9,35.2,97.0,96.2,1.37,-0.7,4.1,3.7,-0.7,21.2,17,2,2036.3
72,3w,FW,04/12/2025 19:48:03,134.2,0.1,9.6,3341,398,3365,201.6,220.3,13.3,21.0,33.5,96.1,94.0,1.39,-0.1,4.3,5.3,-1.6,21.8,20,-10,1837.3
73,3w,FW,04/12/2025 19:49:52,136.5,-0.4,4.7,3327,385,3349,191.4,212.7,9.5,11.6,23.1,96.4,96.2,1.42,-2.5,3.4,4.0,-0.7,19.1,14,-14,1745.7
74,Dr,Driver,04/12/2025 19:51:25,138.7,2.5,17.3,2283,-87,2285,236.8,258.4,6.5,37.8,42.2,97.5,96.2,1.42,4.5,3.6,3.2,4.4,20.7,2,11,1922.3
75,Dr,Driver,04/12/2025 19:52:03,143.2,5.9,14.7,2802,358,2825,233.9,254.0,42.9,35.4,42.3,98.0,98.4,1.45,2.4,3.6,5.8,3.8,20.2,-3,1,1739.3
76,Dr,Driver,04/12/2025 19:52:30,134.2,-5.4,7.2,2647,301,2664,195.6,219.0,-10.2,13.7,24.4,98.1,96.2,1.36,1.3,0.6,-1.6,6.2,15.3,25,-12,1676.8
77,Dr,Driver,04/12/2025 19:52:57,140.9,-0.2,14.8,2599,282,2614,232.7,253.4,12.9,33.9,41.0,98.5,96.2,1.42,3.8,3.1,2.8,4.7,20.5,14,3,1998.3
78,Dr,Driver,04/12/2025 19:53:28,123.0,5.0,24.5,4668,-1000,4774,175.3,188.4,-5.6,45.6,52.8,97.0,98.4,1.27,3.9,3.0,0.0,3.4,17.1,-26,27,1916.4
79,Dr,Driver,04/12/2025 19:54:01,143.2,2.4,13.2,2548,-84,2549,236.8,258.2,6.8,31.1,38.8,97.0,96.2,1.47,2.8,2.5,1.6,5.8,18.9,-3,0,1777.7
80,Dr,Driver,04/12/2025 19:54:27,129.7,-7.2,15.7,2666,-1459,3039,197.2,204.9,-69.4,27.6,39.4,97.5,96.2,1.33,1.0,0.8,-4.8,3.5,12.1,11,22,2018.4
81,Dr,Driver,04/12/2025 19:56:09,134.2,-1.1,16.8,2226,-514,2285,227.2,248.9,-31.0,34.1,40.7,98.1,98.4,1.38,2.6,1.4,-0.7,4.1,16.7,0,19,1952.4
82,Dr,Driver,04/12/2025 19:56:33,134.2,1.3,18.4,2714,23,2714,222.3,241.7,6.7,39.8,45.2,98.5,98.4,1.37,2.6,1.9,2.0,3.8,18.8,-1,19,1858.6
83,Dr,Driver,04/12/2025 19:56:59,143.2,0.7,14.5,2275,-255,2289,241.8,264.5,-10.9,32.8,39.0,98.1,98.4,1.45,3.8,2.5,1.2,6.7,19.1,2,4,1757.4
1,Putter,Putter,03/11/2025 01:07:19,47.0,-0.3,35.5,6163,-976,6240,42.3,43.6,77.5,9.2,43.8,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2,Putter,Putter,03/11/2025 01:07:44,44.7,1.1,36.9,5768,-1352,5924,39.5,40.3,-0.7,8.9,44.7,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3,Putter,Putter,03/11/2025 01:08:06,71.6,2.4,21.8,6981,439,6995,80.0,82.5,5.4,12.0,35.2,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
4,Putter,Putter,03/11/2025 01:08:24,20.1,-0.7,30.3,2397,-642,2481,7.0,14.6,-1.0,1.1,29.8,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
5,Putter,Putter,03/11/2025 01:08:43,22.4,1.0,32.6,2334,-821,2474,9.3,17.9,0.3,1.5,33.6,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
6,Putter,Putter,03/11/2025 01:09:01,35.8,-0.6,36.8,4613,-921,4704,25.1,28.0,-1.4,5.2,41.2,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
7,Putter,Putter,03/11/2025 01:09:23,24.6,0.2,35.8,3198,-996,3350,12.9,14.6,1.0,2.4,38.3,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
8,LW,Wedge,03/11/2025 01:09:43,67.1,0.5,33.7,8974,-674,8999,73.2,72.6,-2.6,18.8,49.4,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
9,Putter,Putter,03/11/2025 01:10:06,44.7,-2.5,35.0,4812,-1262,4975,36.6,39.8,-2.8,7.5,41.7,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
10,Putter,Putter,03/11/2025 01:10:23,62.6,-0.1,35.1,8173,-128,8174,64.9,65.3,-0.3,16.5,48.3,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
11,LW,Wedge,03/11/2025 01:10:40,55.9,-4.5,33.8,6855,-1012,6929,55.8,57.9,-6.6,12.2,45.0,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
12,Putter,Putter,03/11/2025 01:10:58,58.2,3.8,35.4,8174,-299,8179,59.8,60.1,3.5,14.9,47.4,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
13,Putter,Putter,03/11/2025 01:11:21,44.7,-0.5,32.6,4363,-1342,4565,37.4,40.6,-1.9,6.9,39.2,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
14,Putter,Putter,03/11/2025 01:11:34,44.7,-0.5,32.6,4363,-1342,4565,4.2,40.6,0.0,6.9,24.5,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
15,Putter,Putter,03/11/2025 01:11:58,60.4,3.0,36.0,8733,-137,8734,62.7,62.3,3.3,16.5,49.2,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
16,Putter,Putter,03/11/2025 01:12:22,53.7,-0.2,35.3,7412,-427,7424,52.3,52.9,-0.9,12.2,45.6,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
17,4i,Iron,03/11/2025 01:15:51,82.8,2.1,31.8,8007,-447,8019,96.6,103.2,328.8,26.1,51.4,75.6,73.8,1.08,-1.9,4.6,1.3,1.3,46.2,18,-15,1992.3
18,LW,Wedge,03/11/2025 01:16:16,82.8,0.6,30.7,8889,-46,8889,49.6,56.5,0.6,25.7,89.5,77.1,76.1,1.07,-3.5,2.5,1.3,1.6,44.5,14,-18,2029.6
19,GW,Wedge,03/11/2025 01:17:21,82.8,1.9,31.5,8774,122,8775,98.0,104.6,4.2,27.0,52.0,78.2,78.3,1.07,-2.4,3.8,2.0,0.7,46.1,13,-21,2071.5
20,GW,Wedge,03/11/2025 01:17:44,73.8,9.2,29.7,8498,3211,9084,82.7,89.2,26.7,18.7,47.1,77.0,76.1,0.95,-3.7,2.6,4.4,1.5,46.5,20,-18,1910.0
21,GW,Wedge,03/11/2025 01:18:04,76.1,0.1,28.4,9111,989,9165,87.3,93.3,4.3,19.5,46.9,76.7,76.1,0.99,-3.7,1.9,2.6,2.3,47.2,17,-30,1968.5
22,GW,Wedge,03/11/2025 01:18:22,62.6,23.0,26.7,6102,7070,9339,61.0,67.4,39.5,10.1,38.0,74.4,73.8,0.85,-2.1,2.3,0.5,0.7,47.3,22,-11,1923.3
23,GW,Wedge,03/11/2025 01:18:39,76.1,5.1,21.9,7199,2118,7504,86.2,95.4,18.4,13.4,37.8,73.5,73.8,1.03,-4.7,4.0,4.8,2.1,44.3,24,-33,1644.9
24,GW,Wedge,03/11/2025 01:19:04,80.5,-2.1,30.7,5291,-1607,5530,97.2,106.6,-15.6,23.1,48.3,68.7,69.3,1.16,1.9,2.9,-9.2,2.4,45.0,5,-11,2390.5
25,GW,Wedge,03/11/2025 01:19:21,76.1,1.4,29.3,8974,533,8990,89.3,95.4,4.8,21.0,48.2,76.0,76.1,1.01,-3.5,3.5,2.9,1.1,45.7,13,-27,1971.3
26,GW,Wedge,03/11/2025 01:19:53,80.5,-0.9,30.3,6337,-1197,6449,97.8,106.1,-9.6,23.6,48.8,72.3,73.8,1.12,0.0,2.9,-4.4,1.6,43.3,-21,-11,2055.5
27,GW,Wedge,03/11/2025 01:20:08,80.5,2.6,31.0,9243,468,9255,93.6,99.3,6.8,24.7,51.0,76.5,76.1,1.05,-3.2,4.2,4.5,1.7,46.5,7,-20,1902.7
28,PW,Wedge,03/11/2025 01:20:48,87.2,1.6,28.9,8189,114,8190,106.5,114.0,4.1,27.1,50.6,77.6,78.3,1.13,-2.9,3.2,1.8,3.2,42.2,8,-15,1890.3
29,PW,Wedge,03/11/2025 01:21:29,89.5,-0.9,29.5,6889,-590,6914,111.6,120.5,-6.7,29.1,51.0,75.8,76.1,1.18,-1.9,1.1,-3.8,2.4,41.9,-1,-2,2157.5
30,PW,Wedge,03/11/2025 01:21:48,76.1,8.4,5.7,708,2719,2810,26.5,88.7,22.2,0.7,6.4,77.6,76.1,0.98,-4.7,3.7,1.9,3.9,40.4,39,-46,2018.2
31,PW,Wedge,03/11/2025 01:22:03,89.5,-0.2,28.6,7523,-315,7530,111.1,119.3,-2.7,28.3,50.6,76.7,76.1,1.17,-3.5,1.8,-0.8,2.2,40.5,7,-9,1905.2
32,PW,Wedge,03/11/2025 01:22:28,89.5,-0.3,28.5,7225,-264,7230,112.4,121.2,-2.8,28.5,50.5,76.7,76.1,1.18,-3.2,1.5,-1.6,1.2,40.7,8,-7,1900.4
33,PW,Wedge,03/11/2025 01:22:52,87.2,-3.8,26.0,7209,-466,7224,107.5,115.8,-11.1,23.3,47.0,77.0,76.1,1.12,-3.3,0.6,-4.4,1.9,38.1,14,-16,2100.1
34,PW,Wedge,03/11/2025 01:23:14,80.5,19.0,10.3,4070,5602,6924,59.1,74.2,38.0,3.4,15.4,77.2,76.1,1.03,-3.9,1.4,-1.0,2.8,39.9,24,-20,2049.3
35,PW,Wedge,03/11/2025 01:23:43,85.0,-1.2,24.2,7459,-13,7459,105.6,113.9,-2.4,20.9,44.9,77.9,78.3,1.1,-3.9,2.9,-1.4,4.1,40.3,17,-22,2114.3
36,PW,Wedge,03/11/2025 01:24:04,87.2,0.8,29.7,6682,-549,6705,109.6,118.6,-2.8,28.1,50.7,75.5,73.8,1.17,-1.6,3.3,-1.5,2.3,43.1,9,-2,1755.2
37,PW,Wedge,03/11/2025 01:24:54,89.5,0.2,28.7,7969,-83,7969,110.3,118.1,-0.1,28.5,51.0,77.8,78.3,1.15,-4.0,1.0,-1.4,2.0,41.1,7,-10,2306.4
38,7i,Iron,03/11/2025 01:26:21,96.2,7.1,8.6,4416,7291,8524,76.1,96.0,37.9,4.0,15.3,79.9,80.5,1.21,-1.4,0.8,-3.6,1.3,26.1,-1,-7,2154.0
39,7i,Iron,03/11/2025 01:26:42,102.9,2.2,18.4,4289,420,4310,142.9,156.6,13.0,22.7,40.7,79.8,78.3,1.29,-1.8,2.2,-2.7,2.4,25.0,19,-12,2217.6
40,7i,Iron,03/11/2025 01:27:00,109.6,-2.1,17.5,5215,-318,5225,151.8,164.3,-11.0,25.7,43.3,81.5,82.8,1.34,-3.2,0.5,-2.8,1.9,24.9,-9,-16,2239.2
41,7i,Iron,03/11/2025 01:27:25,109.6,-4.2,18.7,4518,-985,4624,152.7,165.7,-29.3,26.3,43.4,79.7,78.3,1.37,-1.8,0.9,-6.0,1.9,25.4,7,-5,2171.4
42,7i,Iron,03/11/2025 01:27:47,94.0,5.9,18.7,5399,1976,5749,119.6,131.7,33.0,18.1,39.1,79.7,78.3,1.18,-2.6,2.3,4.7,3.1,29.7,20,-20,1812.3
43,7i,Iron,03/11/2025 01:28:02,105.1,-0.5,4.3,2964,1332,3250,9.6,121.9,-1.1,2.7,3.5,82.1,82.8,1.27,-2.5,0.6,1.3,3.8,29.0,15,-31,2347.9
44,7i,Iron,03/11/2025 01:28:21,100.7,1.4,12.7,4442,719,4500,128.9,144.3,13.0,13.6,30.8,78.9,78.3,1.27,-2.8,2.6,2.6,2.6,27.5,9,-26,1743.1
45,7i,Iron,03/11/2025 01:28:49,105.1,-0.6,20.0,5024,-61,5024,146.8,158.8,2.5,27.3,45.0,80.9,80.5,1.31,-3.0,0.3,-0.8,2.1,28.0,13,-5,1993.7
46,7i,Iron,03/11/2025 01:36:30,109.6,-1.4,19.9,5191,-290,5199,152.1,164.7,-8.9,29.3,46.0,80.2,80.5,1.36,-2.4,0.6,-1.5,3.1,27.1,3,-10,2002.7
47,7i,Iron,03/11/2025 01:36:58,100.7,-0.4,17.7,4804,-16,4804,137.1,149.9,-1.3,21.0,39.9,80.3,80.5,1.26,-1.9,2.2,-0.2,3.2,26.4,16,-18,2093.1
48,7i,Iron,03/11/2025 01:37:18,107.4,-1.4,19.9,4417,-652,4465,150.4,163.8,-15.5,27.1,44.1,79.4,78.3,1.35,-1.2,2.3,-2.5,2.7,26.5,13,-7,2302.4
49,Dr,Driver,03/11/2025 01:38:24,132.0,-3.8,13.9,1290,-986,1624,197.3,218.0,-57.1,18.4,26.8,91.7,91.7,1.44,6.3,3.4,-2.6,7.5,17.8,9,7,1981.4
50,Dr,Driver,03/11/2025 01:38:54,127.5,0.8,20.8,2169,-763,2299,208.9,230.4,-32.7,37.5,44.4,93.1,94.0,1.37,6.4,3.2,0.7,6.5,19.1,-7,20,1690.8
51,Dr,Driver,03/11/2025 01:39:12,134.2,-0.7,15.3,2293,-277,2310,223.9,245.5,-16.7,31.1,39.1,95.1,94.0,1.42,5.3,4.9,1.6,8.0,20.6,14,4,1775.8
52,Dr,Driver,03/11/2025 01:39:42,129.7,-3.4,15.8,1938,-490,1999,216.0,239.8,-39.2,27.9,36.3,94.5,94.0,1.38,5.8,4.3,-0.4,7.4,19.4,16,11,1883.1
53,Dr,Driver,03/11/2025 01:40:02,127.5,-5.1,9.7,1929,-284,1950,190.3,216.5,-30.9,14.2,23.7,95.5,94.0,1.34,4.7,4.3,-1.4,7.8,15.8,27,-3,2025.4
54,Dr,Driver,03/11/2025 01:40:25,134.2,-0.2,15.8,2000,-370,2034,226.4,249.5,-21.1,30.4,37.8,94.9,94.0,1.41,4.0,3.8,1.0,7.2,18.1,2,13,1636.6
55,Dr,Driver,03/11/2025 01:40:54,136.5,-1.4,16.2,2132,-179,2140,230.7,252.7,-16.1,33.3,39.8,96.7,96.2,1.4,4.5,3.1,0.6,6.8,19.9,10,11,1895.6
56,Dr,Driver,03/11/2025 01:41:22,136.5,-0.5,15.0,2590,-222,2599,224.0,244.6,-12.7,32.7,40.8,95.7,94.0,1.42,7.3,5.1,1.7,8.4,22.2,13,-6,1783.0
57,Dr,Driver,03/11/2025 01:41:58,136.5,-1.9,15.5,2449,42,2449,225.0,246.1,-6.1,33.0,40.4,96.4,96.2,1.41,4.9,2.8,1.0,7.3,20.9,16,5,1960.2
