Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
12,PW,Wedge,03/25/2025 01:50:53,89.5,0.1,26.9,8452,354,8459,110.4,117.4,2.6,26.5,49.5,80.0,80.5,1.12,-5.4,0.4,1.1,1.4,40.0,8,-14,1885.8
13,9i,Iron,03/25/2025 01:51:31,94.0,2.1,24.0,7069,606,7095,121.8,130.7,10.3,26.2,47.5,79.3,80.5,1.2,-4.2,1.5,3.2,1.1,35.1,5,-19,2008.6
14,9i,Iron,03/25/2025 01:51:50,100.7,0.2,23.5,7048,159,7050,132.4,142.1,2.1,29.9,49.0,81.4,82.8,1.24,-5.5,0.5,0.2,1.1,32.7,-4,-12,2219.5
15,9i,Iron,03/25/2025 01:52:15,100.7,1.2,23.6,7079,383,7089,129.6,139.1,6.7,28.8,48.6,80.2,80.5,1.24,-5.6,1.0,1.9,1.5,33.3,4,-13,1989.8
16,9i,Iron,03/25/2025 01:52:33,89.5,0.7,24.3,6868,709,6904,114.5,123.4,7.3,23.6,46.2,79.3,78.3,1.14,-3.6,1.3,2.9,0.7,36.0,17,-21,2120.0
17,9i,Iron,03/25/2025 01:52:52,98.4,-1.2,22.5,6466,-214,6470,130.4,140.2,-5.2,26.9,46.5,81.0,80.5,1.22,-4.7,1.8,-0.8,1.2,32.8,14,-17,1931.3
18,9i,Iron,03/25/2025 01:53:13,96.2,1.6,25.1,6355,233,6359,125.9,136.2,6.3,28.5,48.3,80.4,78.3,1.2,-3.4,2.0,0.2,2.4,34.3,19,-12,1805.1
19,9i,Iron,03/25/2025 01:53:40,100.7,0.2,25.6,6185,-421,6199,133.4,143.8,-4.3,32.2,50.3,79.9,80.5,1.27,-2.8,2.2,-0.2,1.8,34.1,7,-9,1829.0
20,9i,Iron,03/25/2025 01:54:03,96.2,1.1,27.1,5800,-589,5830,126.3,136.8,-3.9,30.8,50.1,78.7,78.3,1.23,-1.1,3.3,0.2,1.8,36.8,15,-5,1850.0
21,9i,Iron,03/25/2025 01:54:35,100.7,0.3,25.1,6923,145,6925,129.4,139.1,2.3,30.7,49.9,80.3,80.5,1.24,-4.8,0.1,0.8,1.4,34.3,-1,-7,1831.4
22,9i,Iron,03/25/2025 01:54:56,98.4,1.1,23.5,6609,23,6609,127.7,137.2,3.0,27.4,47.6,79.8,80.5,1.22,-3.6,3.0,1.4,1.2,33.6,8,-18,2082.2
23,7i,Iron,03/25/2025 01:56:25,111.8,0.3,19.8,5521,202,5525,154.8,167.1,4.1,30.7,47.0,83.2,85.0,1.34,-3.3,0.5,0.8,2.2,27.6,-6,-12,1832.0
24,7i,Iron,03/25/2025 01:56:47,109.6,-0.2,20.5,4684,-533,4714,155.7,169.2,-10.2,30.3,46.3,82.1,82.8,1.34,-1.4,2.1,-0.7,1.4,28.3,6,-5,1979.7
25,7i,Iron,03/25/2025 01:57:11,109.6,0.4,19.1,5174,99,5175,152.5,164.4,2.9,28.1,45.1,82.0,80.5,1.33,-4.3,0.4,1.1,0.9,26.6,9,-7,1860.2
26,7i,Iron,03/25/2025 01:57:41,102.9,0.3,13.2,4269,954,4374,133.7,149.3,14.3,14.7,31.9,82.9,82.8,1.23,-2.7,1.3,2.5,1.7,28.2,17,-26,2089.2
27,7i,Iron,03/25/2025 01:57:57,109.6,-0.1,19.4,5088,-133,5090,154.8,167.7,-2.7,29.2,45.8,83.3,82.8,1.33,-3.6,0.7,0.5,1.4,26.8,12,-6,1862.8
28,7i,Iron,03/25/2025 01:58:15,91.7,16.1,17.8,4895,4947,6959,105.1,111.5,60.0,13.4,34.7,83.1,80.5,1.11,-2.4,1.3,0.2,1.2,26.8,24,-7,2029.4
29,7i,Iron,03/25/2025 01:58:37,111.8,0.5,20.3,5104,-89,5105,158.2,171.0,0.0,32.0,47.3,83.3,82.8,1.35,-2.7,1.9,1.1,2.0,27.0,2,-7,1937.0
30,7i,Iron,03/25/2025 01:58:59,107.4,-0.1,18.4,4866,-289,4875,149.4,162.0,-4.9,25.6,43.2,82.0,82.8,1.31,-3.5,1.7,-1.1,0.3,27.3,-3,-3,1753.6
31,7i,Iron,03/25/2025 01:59:16,105.1,2.5,19.0,5404,701,5449,143.1,154.9,16.5,25.2,43.8,83.1,82.8,1.26,-4.4,1.3,3.8,1.0,27.0,19,-15,1750.5
32,7i,Iron,03/25/2025 01:59:46,111.8,0.4,19.4,5578,272,5585,154.5,166.5,5.4,30.0,46.6,83.0,82.8,1.34,-4.0,0.5,1.2,1.2,27.4,7,-13,1869.5
33,6i,Iron,03/25/2025 02:01:16,109.6,2.0,15.4,5185,1045,5289,151.2,164.0,21.9,22.4,40.4,85.3,85.0,1.29,-3.9,0.6,4.7,2.3,23.9,7,-21,1163.4
34,6i,Iron,03/25/2025 02:01:36,109.6,-2.4,15.5,2425,-1004,2625,158.2,178.4,-34.3,18.6,32.8,80.9,82.8,1.36,-0.5,2.6,-6.2,-0.6,26.4,-6,-3,2353.4
35,6i,Iron,03/25/2025 02:01:53,111.8,0.2,12.8,4553,326,4565,154.1,168.9,6.4,18.8,35.5,84.2,85.0,1.32,-2.8,2.0,0.9,2.4,22.6,3,-22,1674.8
36,6i,Iron,03/25/2025 02:02:13,118.6,1.0,19.2,4423,-123,4425,171.4,185.5,0.4,33.2,46.7,84.2,85.0,1.4,-0.8,2.8,1.0,2.2,24.2,2,-14,1952.2
37,6i,Iron,03/25/2025 02:02:35,102.9,-3.6,13.1,1643,-952,1899,131.3,156.5,-32.5,10.7,22.4,79.7,80.5,1.29,-0.7,1.2,-8.0,1.1,25.8,-1,1,2325.2
38,6i,Iron,03/25/2025 02:02:54,118.6,1.9,19.0,4259,66,4260,174.0,188.4,7.8,33.2,46.4,84.9,85.0,1.4,-2.1,2.5,3.4,1.2,23.8,-3,-9,1835.4
39,6i,Iron,03/25/2025 02:03:13,118.6,1.2,18.2,4226,332,4239,174.7,189.4,11.9,31.8,45.4,84.6,85.0,1.41,-3.1,0.5,2.1,0.3,22.9,0,-9,1869.9
40,6i,Iron,03/25/2025 02:03:38,109.6,4.1,18.8,5101,871,5175,152.8,165.0,25.8,27.6,44.7,83.3,82.8,1.32,-2.6,2.3,5.9,1.4,25.7,8,-17,1644.8
41,6i,Iron,03/25/2025 02:04:02,114.1,1.5,17.8,4989,710,5039,161.3,173.6,17.3,28.6,44.5,85.1,85.0,1.34,-3.1,0.8,3.1,1.9,23.9,3,-18,1887.7
42,6i,Iron,03/25/2025 02:04:23,118.6,1.5,18.5,4157,254,4165,174.0,189.0,11.1,31.9,45.5,84.6,85.0,1.4,-2.5,1.5,1.8,0.9,23.0,8,-8,2082.0
43,6i,Iron,03/25/2025 02:04:43,118.6,-1.1,17.4,3917,-239,3924,175.2,191.1,-9.5,29.8,43.6,83.2,82.8,1.42,-2.5,0.5,-0.6,-0.8,21.4,-3,-8,2064.2
44,6i,Iron,03/25/2025 02:05:02,114.1,-1.1,15.8,2960,-543,3009,173.1,191.0,-19.1,23.5,37.2,82.6,82.8,1.39,-2.2,1.8,-2.5,0.4,21.6,3,-3,2329.1
45,6i,Iron,03/25/2025 02:05:22,118.6,1.2,18.3,4239,22,4239,172.9,187.9,4.6,31.5,45.3,84.6,85.0,1.4,-2.0,2.7,1.3,1.9,23.1,11,-9,1838.4
46,6i,Iron,03/25/2025 02:05:51,116.3,-0.1,17.8,4124,-64,4124,172.2,187.5,-1.7,30.1,44.3,84.7,85.0,1.38,-3.0,0.8,0.6,1.4,23.1,-5,-4,1752.5
47,6i,Iron,03/25/2025 02:06:09,111.8,1.8,18.4,4468,532,4500,157.9,171.3,15.4,27.4,43.7,84.0,82.8,1.32,-2.0,1.8,2.1,1.7,24.8,17,-15,2188.2
48,4h,Hybrid,03/25/2025 02:07:51,102.9,2.9,13.7,21,-1049,1049,88.9,126.5,-12.2,6.0,16.2,75.1,78.3,1.37,4.2,2.9,-19.8,4.3,66.7,-17,-20,575.2
49,4h,Hybrid,03/25/2025 02:08:10,129.7,1.1,13.1,4531,701,4585,190.0,205.3,21.5,28.8,42.7,90.9,91.7,1.43,-1.4,1.6,4.0,0.8,21.8,8,-7,1811.2
50,4h,Hybrid,03/25/2025 02:09:49,127.5,1.7,13.1,2564,-323,2584,200.9,221.6,-6.0,23.8,35.0,90.3,91.7,1.41,-2.2,0.1,0.0,0.8,20.8,-12,3,1998.3
51,4h,Hybrid,03/25/2025 02:18:23,127.5,1.7,13.1,2564,-323,2584,198.8,221.6,14.5,23.8,41.5,88.6,89.5,1.47,-0.7,3.1,4.4,1.7,21.0,-1,-3,1897.0
52,4h,Hybrid,03/25/2025 02:18:49,127.5,-1.1,11.6,4757,744,4815,182.7,197.1,12.6,24.7,40.1,91.1,91.7,1.4,-1.5,0.5,2.0,1.3,21.0,8,-11,2062.2
53,4h,Hybrid,03/25/2025 02:19:09,132.0,1.1,12.6,3019,-306,3034,206.9,225.7,-7.0,26.3,37.8,89.7,89.5,1.47,-1.2,2.1,1.9,1.5,19.9,-2,-1,2006.1
54,4h,Hybrid,03/25/2025 02:19:31,125.3,1.1,14.4,2274,-339,2299,199.1,220.5,-9.7,24.1,34.9,87.8,87.2,1.42,0.3,3.4,1.2,2.0,30.8,2,0,1127.7
55,4h,Hybrid,03/25/2025 02:19:54,107.4,2.1,18.9,2520,-158,2525,161.2,179.9,2.1,23.7,38.0,82.0,82.8,1.3,1.1,3.3,-7.4,2.0,62.1,4,-7,288.6
56,4h,Hybrid,03/25/2025 02:20:10,123.0,-2.3,10.3,4217,525,4250,174.5,190.3,3.9,19.4,34.8,90.4,89.5,1.36,-1.8,2.5,2.3,1.8,19.7,20,-8,2058.3
57,4h,Hybrid,03/25/2025 02:20:27,127.5,2.1,13.9,3636,152,3639,192.3,207.2,12.0,27.8,40.7,89.3,89.5,1.42,-0.9,4.1,5.4,1.7,21.0,11,-2,1605.4
58,4h,Hybrid,03/25/2025 02:20:48,132.0,0.7,13.2,3278,-200,3284,203.6,222.0,-4.3,27.9,39.4,89.4,89.5,1.47,-0.5,2.4,1.9,-0.4,20.5,-2,-3,1900.9
59,Dr,Driver,03/25/2025 02:23:15,143.2,0.2,13.6,2164,-612,2249,238.1,261.2,-32.2,29.6,37.0,98.7,98.4,1.45,5.6,4.7,0.5,7.1,19.2,2,-2,2047.9
60,Dr,Driver,03/25/2025 02:24:39,138.7,2.4,17.6,2028,-361,2060,237.7,260.4,-10.1,36.9,41.2,97.5,98.4,1.41,5.4,3.0,1.3,4.1,20.1,-9,13,1961.0
61,Dr,Driver,03/25/2025 02:25:04,138.7,4.9,18.0,2744,336,2764,228.4,247.3,37.1,41.5,46.0,99.2,98.4,1.4,3.2,2.3,4.5,3.6,21.8,-6,12,1530.8
62,Dr,Driver,03/25/2025 02:25:32,143.2,0.7,14.5,2004,-473,2059,241.6,265.2,-24.1,30.9,37.2,98.8,98.4,1.44,4.0,3.0,0.8,5.0,17.9,-2,10,1766.2
63,Dr,Driver,03/25/2025 02:25:54,143.2,2.8,13.0,2210,-538,2275,240.4,262.6,-16.0,29.0,36.6,98.3,98.4,1.47,4.5,4.2,0.9,5.9,19.5,-6,-1,2084.2
64,Dr,Driver,03/25/2025 02:26:19,140.9,3.6,14.2,3669,548,3710,216.5,233.4,34.2,35.4,44.7,97.7,98.4,1.43,4.4,3.5,4.9,5.3,21.0,6,-11,1726.5
65,Dr,Driver,03/25/2025 02:26:38,143.2,-0.6,12.1,2823,78,2824,233.2,253.3,0.9,30.3,39.1,99.3,98.4,1.44,2.6,2.2,1.4,5.8,19.5,8,-4,1689.7
66,Dr,Driver,03/25/2025 02:27:03,138.7,-2.1,15.9,1550,-913,1799,228.1,246.9,-57.6,27.6,34.5,99.5,98.4,1.39,3.8,1.6,-2.3,4.7,16.6,-3,18,1982.0
67,Dr,Driver,03/25/2025 02:27:26,138.7,1.9,17.8,2285,-333,2309,237.1,258.6,-9.7,39.5,43.6,98.9,98.4,1.41,5.4,4.3,2.6,5.1,20.5,3,12,1873.3
68,Dr,Driver,03/25/2025 02:27:47,143.2,-1.9,11.2,858,-1199,1474,180.8,216.8,-52.3,11.6,18.0,98.8,98.4,1.45,4.1,3.8,-2.8,5.3,14.0,1,9,2045.0
69,Dr,Driver,03/25/2025 02:28:56,140.9,3.9,16.9,2563,-98,2565,238.1,258.2,12.8,40.3,44.4,98.0,98.4,1.45,5.2,3.5,3.1,5.4,22.4,-6,4,1363.3
70,3w,FW,03/25/2025 02:33:07,138.7,-1.4,8.8,3128,-109,3130,211.7,231.2,-9.5,21.0,33.0,96.8,96.2,1.43,0.4,2.9,1.8,-0.5,19.1,12,-9,1785.6
71,3w,FW,03/25/2025 02:33:27,136.5,5.4,12.3,2523,-458,2564,217.4,238.1,2.4,25.3,35.5,96.0,96.2,1.41,0.1,3.2,3.5,-0.9,20.9,-11,-1,1738.2
72,3w,FW,03/25/2025 02:33:46,129.7,-1.3,13.3,1938,-213,1950,210.1,233.8,-15.6,22.5,31.7,93.5,91.7,1.38,1.3,2.6,1.2,-1.2,27.6,12,1,1138.8
73,3w,FW,03/25/2025 02:34:05,134.2,0.4,12.0,3151,386,3175,208.7,227.0,15.7,26.4,38.0,96.7,96.2,1.39,2.3,5.2,6.0,-0.3,23.7,20,-9,1876.8
74,3w,FW,03/25/2025 02:34:24,138.7,2.2,7.4,3744,-65,3745,204.0,221.8,6.7,19.6,33.1,96.9,98.4,1.43,0.4,3.2,3.1,-0.5,21.7,-1,-15,1943.6
75,3w,FW,03/25/2025 02:34:52,138.7,0.9,9.6,3684,51,3684,211.9,229.2,5.2,24.9,37.6,97.3,98.4,1.43,0.5,3.0,2.7,-0.9,21.2,4,-11,1985.8
76,3w,FW,03/25/2025 02:35:10,136.5,-1.6,11.2,2296,-421,2334,217.6,240.3,-26.1,22.1,31.9,96.1,96.2,1.42,-0.1,2.1,0.9,-0.6,19.5,10,1,1609.8
77,3w,FW,03/25/2025 02:35:27,132.0,-3.0,6.4,3022,126,3025,191.3,212.9,-7.2,13.5,25.2,97.0,96.2,1.37,0.7,3.8,3.5,-0.3,20.3,21,-13,1827.2
78,3w,FW,03/25/2025 02:35:44,134.2,-2.3,8.7,3337,291,3350,198.9,217.4,0.4,19.2,31.9,96.5,96.2,1.38,0.3,3.3,3.5,-1.5,20.6,18,-12,1941.8
79,3w,FW,03/25/2025 02:36:06,136.5,1.4,12.5,2182,-479,2234,221.2,244.9,-17.3,24.4,33.6,95.4,94.0,1.43,1.4,4.3,3.1,-1.5,21.9,8,-2,1740.8
80,3w,FW,03/25/2025 02:36:30,136.5,5.4,13.6,2796,-463,2834,218.4,238.3,3.2,29.6,39.5,94.8,96.2,1.44,2.4,4.4,4.5,0.1,22.6,-6,-4,1377.9
81,8i,Iron,03/25/2025 02:37:27,107.4,0.9,22.8,5104,-881,5179,146.9,159.5,-11.2,31.6,48.2,81.0,80.5,1.32,-1.0,4.3,-0.2,1.3,31.5,-3,-8,2144.7
82,8i,Iron,03/25/2025 02:37:47,105.1,4.4,23.8,6048,369,6059,141.2,152.3,16.8,32.6,49.6,81.6,80.5,1.29,-2.8,3.8,5.6,1.6,32.4,8,-14,1923.3
83,8i,Iron,03/25/2025 02:38:05,105.1,2.3,24.0,6089,-53,6089,142.3,153.1,5.7,33.4,50.0,81.8,82.8,1.3,-2.2,3.1,3.5,2.2,32.4,7,-10,1689.2
84,8i,Iron,03/25/2025 02:38:25,96.2,-1.2,19.1,3598,-1072,3754,128.0,143.0,-18.9,18.6,37.3,77.6,78.3,1.23,-1.1,3.6,-5.8,0.1,33.4,-9,-1,2601.0
85,8i,Iron,03/25/2025 02:38:45,107.4,3.4,23.2,5824,101,5825,145.6,157.1,11.0,33.2,49.5,81.9,82.8,1.31,-2.4,3.6,4.0,1.0,30.2,-2,-9,2105.6
86,8i,Iron,03/25/2025 02:39:01,107.4,0.3,21.6,5333,-532,5359,148.6,161.0,-7.3,30.9,47.6,81.2,80.5,1.33,-2.7,2.8,0.5,-0.4,29.4,8,-10,1947.5
87,8i,Iron,03/25/2025 02:39:19,105.1,3.9,23.2,6248,458,6265,139.9,150.4,16.1,31.4,48.8,83.5,82.8,1.25,-4.0,3.6,5.7,2.1,32.1,17,-14,1987.8
88,8i,Iron,03/25/2025 02:39:35,107.4,2.6,22.7,6094,74,6094,145.1,156.0,8.2,32.5,49.2,82.3,82.8,1.31,-2.5,2.9,3.4,-0.4,31.1,-1,-17,2083.8
89,8i,Iron,03/25/2025 02:39:51,102.9,4.9,23.1,6976,1017,7050,133.5,143.4,23.3,29.6,48.4,82.5,82.8,1.24,-3.2,3.2,7.1,1.6,33.4,2,-20,1954.7
90,8i,Iron,03/25/2025 02:40:18,98.4,-1.1,20.0,4820,-210,4825,133.2,145.7,-5.6,22.6,42.1,81.0,82.8,1.21,-3.4,1.1,-1.3,0.4,30.9,-11,0,1960.1
91,8i,Iron,03/25/2025 02:40:36,102.9,3.5,22.4,6248,283,6254,138.6,149.5,12.8,29.6,48.0,81.5,82.8,1.27,-1.5,4.5,4.3,1.0,32.9,-2,-22,1871.5
92,8i,Iron,03/25/2025 02:40:53,109.6,3.4,21.9,6291,208,6294,148.1,159.1,12.6,33.0,49.3,83.6,85.0,1.31,-3.7,3.5,4.3,1.0,30.2,1,-14,1733.2
93,5i,Iron,03/25/2025 02:44:24,116.3,2.3,13.2,4349,727,4409,164.4,179.5,21.6,21.4,37.7,86.4,87.2,1.35,-2.4,1.8,2.9,3.7,21.3,2,-18,1871.7
94,5i,Iron,03/25/2025 02:44:42,114.1,1.7,16.6,3321,145,3324,172.4,188.8,9.4,25.7,39.7,85.1,87.2,1.35,-1.3,1.1,2.1,0.4,20.6,-13,-1,2201.7
95,5i,Iron,03/25/2025 02:45:01,116.3,-0.2,12.7,3956,-158,3959,169.2,185.1,-4.3,21.0,36.5,85.7,87.2,1.37,-2.1,1.8,-0.2,1.7,18.4,-10,-15,2039.6
96,5i,Iron,03/25/2025 02:45:20,116.3,2.6,5.8,3334,782,3424,143.9,165.9,22.2,7.8,18.8,86.7,87.2,1.34,-2.6,3.0,3.4,1.2,20.0,2,-23,1956.4
97,5i,Iron,03/25/2025 02:45:38,116.3,1.8,15.9,3808,-119,3810,173.1,188.4,2.9,26.3,41.0,85.1,87.2,1.38,-1.8,2.1,1.8,1.0,19.9,-14,-7,1906.3
98,5i,Iron,03/25/2025 02:45:56,120.8,0.0,14.0,3622,-132,3624,181.3,197.8,-3.5,25.1,39.1,85.1,85.0,1.43,-2.5,1.5,0.1,0.5,18.0,2,-11,2016.5
99,5i,Iron,03/25/2025 02:46:14,118.6,2.6,16.0,4358,737,4420,169.4,183.6,23.8,27.0,42.5,85.9,85.0,1.37,-2.3,1.2,3.5,1.3,21.8,8,-14,1942.9
100,5i,Iron,03/25/2025 02:46:30,118.6,3.4,15.8,3974,636,4025,173.6,188.7,26.2,26.8,41.6,83.9,82.8,1.41,-2.6,1.9,3.8,0.9,20.4,10,-9,1851.2
101,5i,Iron,03/25/2025 02:48:39,118.6,-0.7,14.6,4107,-136,4109,172.5,187.5,-5.3,25.0,40.3,86.2,87.2,1.37,-1.7,0.4,-0.7,1.4,19.2,-14,-12,2319.9
102,5i,Iron,03/25/2025 02:49:01,118.6,3.6,15.6,4589,685,4640,170.5,185.1,25.9,27.3,42.8,86.6,87.2,1.37,-2.2,1.9,4.7,0.7,22.0,-5,-14,1777.3
103,5i,Iron,03/25/2025 02:49:25,116.3,2.3,12.0,4175,963,4285,163.4,179.2,26.4,19.2,35.3,87.2,87.2,1.34,-2.1,1.6,3.5,3.1,21.1,4,-20,1907.5
104,5i,Iron,03/25/2025 02:49:42,111.8,-1.7,7.3,3122,114,3124,141.7,163.4,-2.7,8.7,20.4,82.7,82.8,1.35,-1.8,1.9,-0.8,-0.4,17.4,-1,-21,2223.0
105,5i,Iron,03/25/2025 02:49:57,111.8,-1.7,7.3,3122,114,3124,1.7,163.4,-1.0,8.7,1.1,85.8,87.2,1.32,-2.2,1.7,0.1,1.3,19.0,2,-29,2132.3
106,5i,Iron,03/25/2025 02:50:12,114.1,0.9,8.0,3928,1023,4059,146.9,165.4,20.3,11.1,25.2,85.7,87.2,1.33,-3.7,0.6,2.2,2.3,19.9,6,-21,1865.3
107,5i,Iron,03/25/2025 02:50:27,116.3,3.2,12.5,4539,857,4619,162.9,177.9,26.3,20.5,37.0,86.8,87.2,1.34,-3.8,1.8,3.8,3.3,21.0,-3,-18,2132.9
108,5i,Iron,03/25/2025 02:50:45,120.8,-0.5,13.1,3957,145,3960,175.9,191.6,1.8,23.3,38.3,85.9,87.2,1.4,-3.6,-0.1,-0.8,0.8,18.4,-2,-13,1900.3
109,5i,Iron,03/25/2025 02:51:03,118.6,0.0,14.8,2755,-784,2864,179.7,198.5,-24.2,22.8,36.0,83.8,85.0,1.42,-0.9,3.2,-0.6,-0.8,18.1,-7,-1,2181.6
110,7i,Iron,03/25/2025 02:51:33,114.1,-1.2,19.5,5379,-56,5379,159.2,171.7,-4.6,31.6,47.1,84.0,85.0,1.35,-3.0,-0.1,-0.6,0.8,26.7,-5,-9,1906.2
1,Putter,Putter,02/19/2025 03:34:39,58.2,0.1,26.6,7567,211,7570,58.9,59.9,84.5,9.8,37.4,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2,Putter,Putter,02/19/2025 03:35:11,47.0,-0.3,33.2,4406,-1517,4660,40.1,43.6,-2.4,7.7,39.4,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3,LW,Wedge,02/19/2025 03:35:30,47.0,-0.3,33.2,4406,-1517,4660,3.5,43.6,-0.6,7.7,1.8,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
4,Putter,Putter,02/19/2025 03:35:45,20.1,0.2,31.9,2467,-763,2582,8.2,13.7,1.7,1.3,33.0,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
5,Putter,Putter,02/19/2025 03:36:01,64.9,3.5,33.9,9831,-274,9835,69.8,69.6,3.8,17.9,49.4,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
6,Putter,Putter,02/19/2025 03:36:17,47.0,-0.8,35.2,5755,-1077,5855,42.7,44.2,-1.9,9.3,42.7,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
7,Putter,Putter,02/19/2025 03:36:31,20.1,0.5,34.1,2317,-788,2447,8.0,15.2,-0.3,1.5,32.9,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
8,Putter,Putter,02/19/2025 03:36:50,67.1,0.4,34.8,9271,-664,9295,71.3,71.2,-1.3,18.9,50.2,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
9,Putter,Putter,02/19/2025 03:37:07,44.7,1.7,35.1,6171,-735,6215,38.4,39.1,0.5,8.1,42.1,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
10,Putter,Putter,02/19/2025 03:37:27,22.4,1.7,32.6,2569,-593,2637,10.2,19.9,0.3,1.8,31.5,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
11,Putter,Putter,02/19/2025 03:37:47,47.0,2.0,30.0,6542,308,6549,41.4,43.5,2.0,7.3,37.3,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
12,PW,Wedge,02/19/2025 03:38:31,89.5,-1.3,28.6,6839,-1083,6924,111.5,120.6,289.2,27.3,49.5,74.5,73.8,1.19,-1.6,2.0,-6.4,1.9,41.7,0,-2,1725.6
13,Dr,Driver,02/19/2025 03:38:49,85.0,1.7,30.2,7229,-277,7234,104.4,112.8,1.5,26.8,50.5,75.4,73.8,1.13,-1.5,3.7,0.6,1.8,42.8,16,-11,1830.6
14,3w,FW,02/19/2025 03:39:31,89.5,1.6,29.6,7425,-467,7440,111.7,120.2,-0.1,29.5,51.3,76.8,76.1,1.17,-2.1,3.1,-2.5,1.2,43.9,7,-6,2151.1
15,PW,Wedge,02/19/2025 03:40:08,87.2,1.5,28.9,7697,-430,7709,109.2,117.4,0.1,27.5,50.0,78.3,78.3,1.13,-1.7,4.5,0.3,2.3,41.8,13,-16,1882.2
16,PW,Wedge,02/19/2025 03:40:29,89.5,1.7,17.5,5816,755,5865,111.7,123.7,10.2,15.2,36.0,77.6,76.1,1.15,-3.1,4.3,2.3,1.6,41.5,19,-28,1992.9
17,PW,Wedge,02/19/2025 03:40:46,89.5,2.6,29.1,8154,-99,8155,110.2,117.8,4.9,28.8,51.2,78.2,78.3,1.14,-2.3,4.0,0.8,1.5,42.1,6,-13,2366.0
18,PW,Wedge,02/19/2025 03:41:05,87.2,2.4,30.9,6362,-1202,6475,107.1,112.2,-3.9,27.9,50.9,75.1,76.1,1.15,1.6,5.9,-5.7,2.7,47.8,-17,-6,1277.2
19,PW,Wedge,02/19/2025 03:41:34,85.0,1.9,25.8,7611,239,7615,106.7,114.7,5.5,22.9,46.6,77.0,76.1,1.11,-1.1,4.7,2.9,0.7,42.9,11,-22,2094.0
20,PW,Wedge,02/19/2025 03:41:51,94.0,0.0,27.9,7407,-1560,7569,117.9,126.6,-12.7,29.8,50.9,77.3,78.3,1.21,-2.0,5.2,-5.1,0.6,39.7,3,-8,2416.8
21,PW,Wedge,02/19/2025 03:42:15,89.5,3.4,28.3,8028,-168,8030,110.3,118.4,6.1,27.6,50.3,79.5,78.3,1.12,-2.2,6.2,3.3,2.3,41.5,11,-16,2106.6
22,PW,Wedge,02/19/2025 03:42:32,89.5,3.4,28.3,8028,-168,8030,113.2,118.4,-12.4,27.6,40.6,78.1,78.3,1.14,-1.4,4.7,-2.8,1.3,39.6,17,-24,2174.5
23,PW,Wedge,02/19/2025 03:42:54,91.7,0.6,28.1,7266,-1034,7339,116.5,125.3,-7.2,29.3,50.6,76.9,76.1,1.2,-2.4,4.5,-3.4,-0.7,40.1,5,-9,2402.3
24,PW,Wedge,02/19/2025 03:43:12,89.5,3.7,30.5,7775,-380,7784,109.8,117.8,5.2,30.2,52.1,77.9,78.3,1.15,-0.6,6.0,2.5,1.8,43.2,10,-13,2168.5
25,PW,Wedge,02/19/2025 03:43:35,91.7,-0.1,28.0,7308,-1157,7399,116.8,125.7,-9.8,29.3,50.3,76.4,76.1,1.21,-1.1,5.0,-3.8,-0.1,39.4,-3,-13,2389.3
26,PW,Wedge,02/19/2025 03:43:55,91.7,2.1,27.5,7465,-771,7505,116.9,125.5,-1.5,29.0,50.3,77.5,78.3,1.2,-2.8,5.6,-0.2,0.4,39.1,0,-12,2335.4
27,PW,Wedge,02/19/2025 03:44:15,87.2,-0.1,28.0,7859,-398,7869,109.0,117.2,-2.9,26.5,49.5,78.0,78.3,1.13,-1.3,3.6,-1.6,1.5,41.6,7,-17,2378.6
28,PW,Wedge,02/19/2025 03:44:36,89.5,2.7,29.3,7519,-275,7524,112.5,120.9,3.7,29.5,51.2,76.3,76.1,1.19,-2.1,4.0,0.0,0.0,42.0,-5,-6,2016.5
